12 Nov 2021 08:13:00.000,5951.429309,-3370.707435,989.136004,3.763220,5.623483,-3.460556
12 Nov 2021 08:14:00.000,6164.111540,-3026.208528,779.494549,3.323573,5.855613,-3.524915
12 Nov 2021 08:15:00.000,6349.971516,-2668.541552,566.451729,2.869475,6.062257,-3.573893
12 Nov 2021 08:16:00.000,6508.201337,-2299.263187,350.937197,2.402908,6.242517,-3.607276
12 Nov 2021 08:17:00.000,6638.113762,-1919.980686,133.891352,1.925910,6.395607,-3.624919
12 Nov 2021 08:18:00.000,6739.145221,-1532.344798,-83.738798,1.440564,6.520862,-3.626746
12 Nov 2021 08:19:00.000,6810.858261,-1138.042518,-301.003815,0.948989,6.617740,-3.612752
12 Nov 2021 08:20:00.000,6852.943436,-738.789663,-516.956002,0.453332,6.685822,-3.583002
12 Nov 2021 08:21:00.000,6865.220616,-336.323336,-730.653581,-0.044245,6.724818,-3.537627
12 Nov 2021 08:22:00.000,6847.639718,67.605714,-941.164829,-0.541571,6.734564,-3.476830
12 Nov 2021 08:23:00.000,6800.280858,471.240766,-1147.572169,-1.036479,6.715025,-3.400880
12 Nov 2021 08:24:00.000,6723.353922,872.826830,-1348.976191,-1.526812,6.666292,-3.310114
12 Nov 2021 08:25:00.000,6617.197556,1270.618326,-1544.499590,-2.010437,6.588588,-3.204932
12 Nov 2021 08:26:00.000,6482.277594,1662.886710,-1733.290990,-2.485248,6.482259,-3.085797
12 Nov 2021 08:27:00.000,6319.184922,2047.928007,-1914.528658,-2.949184,6.347776,-2.953234
12 Nov 2021 08:28:00.000,6128.632795,2424.070223,-2087.424071,-3.400230,6.185734,-2.807825
12 Nov 2021 08:29:00.000,5911.453626,2789.680599,-2251.225329,-3.836429,5.996846,-2.650208
12 Nov 2021 08:30:00.000,5668.595256,3143.172682,-2405.220410,-4.255892,5.781941,-2.481073
12 Nov 2021 08:31:00.000,5401.116734,3483.013169,-2548.740228,-4.656803,5.541961,-2.301161
12 Nov 2021 08:32:00.000,5110.183620,3807.728514,-2681.161511,-5.037429,5.277955,-2.111259
12 Nov 2021 08:33:00.000,4797.062841,4115.911255,-2801.909462,-5.396125,4.991076,-1.912194
12 Nov 2021 08:34:00.000,4463.117122,4406.226047,-2910.460218,-5.731343,4.682575,-1.704836
12 Nov 2021 08:35:00.000,4109.799017,4677.415367,-3006.343070,-6.041639,4.353793,-1.490087
12 Nov 2021 08:36:00.000,3738.644572,4928.304880,-3089.142459,-6.325674,4.006161,-1.268881
12 Nov 2021 08:37:00.000,3351.266639,5157.808438,-3158.499733,-6.582227,3.641187,-1.042181
12 Nov 2021 08:38:00.000,2949.347883,5364.932696,-3214.114654,-6.810194,3.260455,-0.810971
12 Nov 2021 08:39:00.000,2534.633500,5548.781325,-3255.746655,-7.008595,2.865614,-0.576255
12 Nov 2021 08:40:00.000,2108.923688,5708.558814,-3283.215852,-7.176577,2.458374,-0.339051
12 Nov 2021 08:41:00.000,1674.065887,5843.573845,-3296.403784,-7.313419,2.040497,-0.100387
12 Nov 2021 08:42:00.000,1231.946835,5953.242216,-3295.253901,-7.418532,1.613791,0.138701
12 Nov 2021 08:43:00.000,784.484462,6037.089325,-3279.771799,-7.491465,1.180100,0.377178
12 Nov 2021 08:44:00.000,333.619655,6094.752185,-3250.025174,-7.531905,0.741298,0.614011
12 Nov 2021 08:45:00.000,-118.692062,6125.980974,-3206.143537,-7.539677,0.299282,0.848172
12 Nov 2021 08:46:00.000,-570.488927,6130.640110,-3148.317652,-7.514749,-0.144037,1.078648
12 Nov 2021 08:47:00.000,-1019.811351,6108.708844,-3076.798726,-7.457225,-0.586744,1.304439
12 Nov 2021 08:48:00.000,-1464.710333,6060.281376,-2991.897337,-7.367353,-1.026924,1.524566
12 Nov 2021 08:49:00.000,-1903.255837,5985.566479,-2893.982118,-7.245517,-1.462674,1.738073
12 Nov 2021 08:50:00.000,-2333.545095,5884.886653,-2783.478188,-7.092242,-1.892108,1.944034
12 Nov 2021 08:51:00.000,-2753.710806,5758.676776,-2660.865343,-6.908186,-2.313366,2.141554
12 Nov 2021 08:52:00.000,-3161.929195,5607.482300,-2526.676010,-6.694141,-2.724625,2.329774
12 Nov 2021 08:53:00.000,-3556.427903,5431.956955,-2381.492980,-6.451028,-3.124100,2.507875
12 Nov 2021 08:54:00.000,-3935.493660,5232.859995,-2225.946911,-6.179895,-3.510058,2.675081
12 Nov 2021 08:55:00.000,-4297.479735,5011.052987,-2060.713629,-5.881911,-3.880824,2.830663
12 Nov 2021 08:56:00.000,-4640.813094,4767.496152,-1886.511226,-5.558363,-4.234787,2.973941
12 Nov 2021 08:57:00.000,-4964.001270,4503.244275,-1704.096969,-5.210649,-4.570406,3.104290
12 Nov 2021 08:58:00.000,-5265.638887,4219.442198,-1514.264035,-4.840272,-4.886220,3.221139
12 Nov 2021 08:59:00.000,-5544.413816,3917.319907,-1317.838082,-4.448836,-5.180854,3.323976
12 Nov 2021 09:00:00.000,-5799.112947,3598.187253,-1115.673673,-4.038038,-5.453023,3.412350
12 Nov 2021 09:01:00.000,-6028.627522,3263.428295,-908.650565,-3.609657,-5.701538,3.485873
12 Nov 2021 09:02:00.000,-6231.958032,2914.495330,-697.669885,-3.165554,-5.925315,3.544220
12 Nov 2021 09:03:00.000,-6408.218628,2552.902590,-483.650203,-2.707657,-6.123374,3.587135
12 Nov 2021 09:04:00.000,-6556.641053,2180.219683,-267.523524,-2.237955,-6.294849,3.614427
12 Nov 2021 09:05:00.000,-6676.578043,1798.064758,-50.231217,-1.758491,-6.438990,3.625975
12 Nov 2021 09:06:00.000,-6767.506202,1408.097463,167.280104,-1.271349,-6.555164,3.621725
12 Nov 2021 09:07:00.000,-6829.028338,1012.011708,384.062724,-0.778650,-6.642862,3.601693
12 Nov 2021 09:08:00.000,-6860.875229,611.528276,599.171979,-0.282538,-6.701699,3.565966
12 Nov 2021 09:09:00.000,-6862.906830,208.387299,811.670396,0.214828,-6.731414,3.514697
12 Nov 2021 09:10:00.000,-6835.112903,-195.659337,1020.631804,0.711281,-6.731875,3.448109
12 Nov 2021 09:11:00.000,-6777.613075,-598.855650,1225.145388,1.204660,-6.703079,3.366491
12 Nov 2021 09:12:00.000,-6690.656321,-999.449237,1424.319691,1.692817,-6.645149,3.270198
12 Nov 2021 09:13:00.000,-6574.619868,-1395.698928,1617.286507,2.173627,-6.558336,3.159651
12 Nov 2021 09:14:00.000,-6430.007542,-1785.882385,1803.204686,2.644997,-6.443016,3.035330
12 Nov 2021 09:15:00.000,-6257.447549,-2168.303623,1981.263816,3.104874,-6.299690,2.897779
